smiles,H2_Permeability_Barrer
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2,3.680000003
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,3.940000002
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([Si](*)(C)C)cc5C4=O)cc3)cc1)C2=O,9.199999993
*c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,10.10000001
*c1ccc2c(c1)C(=O)N(c1ccc3[nH]c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4c3c1)C2=O,58.09999995
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C1c4ccc(N5C(=O)c6ccc(C(*)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C3c3cc4ccccc4cc31)C2=O,281.0000001
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)C1c4ccccc4C3c3cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc31)C2=O,197.9999999
*c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc1-3)C2=O,41.9
*c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1)C2=O,27.10000001
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(C(c4ccc(Oc5cccc(N6C(=O)c7ccc(C(*)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)(C(F)(F)F)C(F)(F)F)cc3)c1)C2=O,21.00000001
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)c1)C2,23.7
*c1ccc2c(c1)C(=O)N(c1cccc(Oc3cccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1)C2=O,14.00000001
*c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(N3C(=O)c4cc5c(cc4C3=O)C3(CC(C)(C)c4cc6c(cc43)C(=O)N(*)C6=O)CC5(C)C)cc21,624.0000005
*c1ccc2c(c1)C=C1C(=O)C(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)=CC=C12,33.89999998
*c1ccc2c(c1)c1cc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc1n2CC,81.30000008
*c1ccc2oc(-c3ccc4cc(-c5nc6cc(C(*)(C(F)(F)F)C(F)(F)F)ccc6o5)ccc4c3)nc2c1,24.00000002
*c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1C,103.0000001
*c1cccc(Oc2ccc(C(c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)(C(F)(F)F)C(F)(F)F)cc2)c1,19.0
*c1cccc2c(-n3c(=O)c4cc5oc6cc7c(cc6oc5cc4c3=O)C3(CC(C)(C)c4cc5oc6cc8c(=O)n(*)c(=O)c8cc6oc5cc43)CC7(C)C)cccc12,349.9999997
*c1cncc(-c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(*)cc5C(F)(F)F)cc4)C4c5ccccc5-c5ccccc54)cc3)c(C(F)(F)F)c2)c1,43.20000002
*C(=O)c1ccc(Oc2ccc(C(c3ccccc3)(c3ccc(Oc4ccc(*)cc4)cc3)C(F)(F)F)cc2)cc1,11.0
*C(=O)c1ccc2c(c1)C(=O)N(C1=CC=C3C(=Cc4cc(N5C(=O)c6ccc(*)cc6C5=O)ccc43)C1=O)C2=O,1.750000001
*C1=Nc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(*)cc6)c(=O)c5cc4c3=O)cc2C(=O)OC1,2.559999998
*CCCCCCCCCCNC(*)=O,2.629999997
*CCc1ccc(*)cc1,2.469999999
*CCc1ccc(*)cc1Br,0.451999995
*CCc1ccc(*)cc1C,0.99399999
*CCc1ccc(*)cc1C#N,1.779999999
*CCc1ccc(*)cc1CC,4.309999998
*CCc1ccc(*)cc1Cl,0.938999995
*COCC(*)O,0.0228
*OCCOC(=O)c1ccc(C(*)=O)cc1,3.699999999
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc1,3.750000002
*Sc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,25.69999998
*Sc1cccc2c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cccc(*)c5C4=O)cc3)cc1)C2=O,69.00000004
*c1cc(C(=O)OC)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c1,5.33
*c1cc(C(=O)OCC)cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c1,7.790000006
*c1cc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c(C(=O)OCC2c3ccccc3-c3ccccc32)c(C(=O)O)c1C(=O)OCC1c2ccccc2-c2ccccc21,5.670000001
*c1ccc(C(=O)c2ccc(Oc3ccc(-c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)cc3)cc2)cc1,14.89999999
*c1ccc(C(=O)c2ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)cc3)cc2)cc1,12.5
*c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,17.29999999
*c1ccc(C(=O)c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(C(=O)c7ccc8c(c7)C(C)(C7CCCCC7)CC8(*)C7CCCCC7)cc6)cc5)CCCCC4)cc3)cc2)cc1,16.69999999
*c1ccc(C(=O)c2ccc(Oc3ccc(Oc4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)cc3)cc2)cc1,11.59999999
*c1ccc(C(=O)c2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)cc3)cc2)cc1,14.49999999
*c1ccc(C(=O)c2ccc(Oc3ccc(Sc4ccc(Oc5ccc(C(=O)c6ccc7c(c6)C(C)(C6CCCCC6)CC7(*)C6CCCCC6)cc5)cc4)cc3)cc2)cc1,13.49999998
*c1ccc(Oc2ccc(C(=O)c3ccc(C4(C5CCCCC5)CC(C)(C5CCCCC5)c5cc(C(=O)c6ccc(Oc7ccc(C(*)(C)C)cc7)cc6)ccc54)cc3)cc2)cc1,17.69999999
*c1ccc(Oc2ccc(C(=O)c3ccc(C4(C5CCCCC5)CC(C)(C5CCCCC5)c5cc(C(=O)c6ccc(Oc7ccc(C8(*)CC(C)CC(C)(C)C8)cc7)cc6)ccc54)cc3)cc2)cc1,36.00000002
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C(*)(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,8.900000007
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C(*)(C)C)cc7)cc5)C6=O)cc4C3=O)cc2)cc1,8.0
*C(=O)n1cnc2cc(Oc3ccc4ncn(C(=O)c5cccc(Oc6ccc(Oc7cccc(*)c7)cc6)c5)c4c3)ccc21,5.34
*C(C(=O)OC(C)C)C(*)C(=O)OC(C)(C)C,133.0
*C(C(=O)OC(C)C)C(*)C(=O)OC(C)CCC,50.99999999
*C(C(=O)OC(C)C)C(*)C(=O)OC(C)CCC(C)C,155.9999999
*C(C(=O)OC(C)CCC(C)C)C(*)C(=O)OC(C)(C)C,169.0000002
*C(C(=O)OC(C)CCC)C(*)C(=O)OC(C)(C)C,144.9999999
*C(C(=O)Oc1ccccc1)C(*)C(=O)OC(C)(C)C,71.99999993
*C(C(=O)Oc1ccccc1)C(*)C(=O)OC(C)C,41.00000003
*OC1C(CO[N+](=O)[O-])OC(*)C(O[N+](=O)[O-])C1O[N+](=O)[O-],2.000000002
*Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)-c3nc5ccc(-c6ccc7c(c6)nc6n7C(=O)c7cc(C(*)=O)ccc7-6)cc5n3C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,13.3
*Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(C(*)=O)cc7C6=O)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,5.010000002
*Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(*)=O)cc7C6=O)cc5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,11.79999999
*Oc1ccc(C(c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N5C(=O)c6ccc(C(*)=O)cc6C5=O)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,4.359999997
*Oc1ccc(N2C(=O)C3=C(C2=O)C2C=CC3C3=C2C(=O)N(c2ccc(*)c(OC)c2)C3=O)cc1OC,5.180000003
*Oc1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(*)c(OC)c4)C5=O)cc3C2=O)cc1OC,4.53
*Oc1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,3.999999997
*Oc1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,5.620000006
*Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,3.29
*Oc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O,9.629999997
*Oc1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4c(c3)nc3n4C(=O)c4cc(*)ccc4-3)cc21,6.879999996
*Oc1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc(*)ccc5nc4-c4ccccc4)cc3)nc2c1,17.2
*Oc1ccc2nc3c4cc5c(cc4c(=O)n3c2c1)c(=O)n1c2ccc(*)cc2nc51,5.060000002
*Sc1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,5.430000005
*c1c(C)c(C)c(-n2c(=O)c3cc4oc5cc6c(cc5oc4cc3c2=O)C2(C(C)C)C3=CC4Oc5cc7c(cc5OC4C=C3C6(C(C)C)c3ccccc32)C(=O)N(*)C7=O)c(C)c1C,4180.000002
*c1c(C)c(C)c(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1C,107.9999999
*c1c(C)cc(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,234.9999999
*c1c(C)cc(C)c(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4)cc3C2=O)c1C,39.99999997
*c1c(C)cc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,47.09999999
*c1c(C)cc(C)c(N2C(=O)c3ccc(Sc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,68.60000005
*c1cc(C)c(N2C(=O)c3cc4c(cc3C2=O)OC2C=C3C(=CC2O4)C2(C(C)C)c4ccccc4C3(C(C)C)c3cc4oc5cc6c(=O)n(-c7c(C)cc(*)cc7C)c(=O)c6cc5oc4cc32)c(C)c1,2439.999998
*c1cc(C)c(N2C(=O)c3ccc(C(=O)Oc4ccc(C(c5ccc(OC(=O)c6ccc7c(c6)C(=O)N(c6c(C)cc(*)cc6C)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c(C)c1,38.00000003
*c1ccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)cc1,0.159999999
*c1ccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)c(Br)c1,0.380000003
*c1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc(C(C)(C)c5ccc(OC(=O)c6ccc7c(c6)C(=O)N(c6ccc(*)cc6C)C7=O)cc5)cc4)cc3C2=O)c(C)c1,6.46
*c1ccc(N2C(=O)c3ccc([Si](C)(C)c4ccc5c(c4)C(=O)N(c4ccc(*)cc4C)C5=O)cc3C2=O)c(C)c1,10.9
*c1ccc(N2C(=O)c3ccc([Si](C)(C)c4ccc5c(c4)C(=O)N(c4ccc(*)cc4OC)C5=O)cc3C2=O)c(OC)c1,9.330000005
*c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C(*)(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,0.723000005
*c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Cc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C(*)(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,4.650000001
*c1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(C(*)(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,4.830000003
*c1ccc(OC(=O)c2ccc3c(c2)C(=O)n2c-3nc3ccc(Oc4ccc5c(c4)nc4n5C(=O)c5ccc(C(=O)Oc6ccc(C(*)(C)C)cc6)cc5-4)cc32)cc1,7.359999994
*c1ccc(Oc2ccc(N3C(=O)C4=C(C3=O)C3C=CC4C4=C3C(=O)N(*)C4=O)cc2)cc1,19.59999998
*c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C(*)(C)C)cc7)cc6C5=O)cc4)cc2)C3=O)cc1,8.949999993
*c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([Si](*)(C)C)cc5C4=O)cc3)cc1)C2=O,8.380000007
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(S(*)(=O)=O)cc5C4=O)cc3)cc1)C2=O,6.319999996
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(S(*)(=O)=O)cc5C4=O)cc3)cc1)C2=O,5.609999997
*c1ccc2c(c1)C(=O)n1c-2nc2cc(Oc3ccc4nc5n(c4c3)C(=O)c3cc(*)ccc3-5)ccc21,6.559999994
*c1ccc2c(c1)C(=O)n1c-2nc2ccc(-c3ccc4c(c3)nc3n4C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-3)cc21,74.40000008
*c1ccc2c(c1)C(=O)n1c-2nc2ccc(Oc3ccc4c(c3)nc3n4C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-3)cc21,54.89999994
*c1cccc(-c2nc3cc(-c4ccc5[nH]c(*)nc5c4)ccc3[nH]2)n1,1.379999999
*c1nc2cc(-c3ccc4[nH]c(-c5cc(Br)c(*)cc5Br)nc4c3)ccc2[nH]1,1.889999999
